y,x,col_val,col_var,period,first_year,last_year
4.84776530910302,7,2,ECI,1962 - 2014,1962,2014
3.74231988281807,7.5,2,ECI,1962 - 2014,1962,2014
2.63687445653311,8,2,ECI,1962 - 2014,1962,2014
1.53142903024816,8.5,2,ECI,1962 - 2014,1962,2014
0.425983603963201,9,2,ECI,1962 - 2014,1962,2014
-0.679461822321755,9.5,2,ECI,1962 - 2014,1962,2014
-1.78490724860671,10,2,ECI,1962 - 2014,1962,2014
2.46702128883991,-2,7,GDP,1963 - 2014,1963,2014
2.73122318695888,-1.5,7,GDP,1963 - 2014,1963,2014
2.99542508507784,-1,7,GDP,1963 - 2014,1963,2014
3.25962698319681,-0.5,7,GDP,1963 - 2014,1963,2014
3.52382888131577,0,7,GDP,1963 - 2014,1963,2014
3.78803077943474,0.5,7,GDP,1963 - 2014,1963,2014
4.05223267755371,1,7,GDP,1963 - 2014,1963,2014
4.31643457567267,1.5,7,GDP,1963 - 2014,1963,2014
4.58063647379164,2,7,GDP,1963 - 2014,1963,2014
4.8448383719106,2.5,7,GDP,1963 - 2014,1963,2014
1.78661062230566,-2,8.5,GDP,1963 - 2014,1963,2014
1.83309499061117,-1.5,8.5,GDP,1963 - 2014,1963,2014
1.87957935891668,-1,8.5,GDP,1963 - 2014,1963,2014
1.92606372722219,-0.5,8.5,GDP,1963 - 2014,1963,2014
1.9725480955277,0,8.5,GDP,1963 - 2014,1963,2014
2.01903246383321,0.5,8.5,GDP,1963 - 2014,1963,2014
2.06551683213872,1,8.5,GDP,1963 - 2014,1963,2014
2.11200120044423,1.5,8.5,GDP,1963 - 2014,1963,2014
2.15848556874973,2,8.5,GDP,1963 - 2014,1963,2014
2.20496993705524,2.5,8.5,GDP,1963 - 2014,1963,2014
1.10619995577141,-2,10,GDP,1963 - 2014,1963,2014
0.934966794263465,-1.5,10,GDP,1963 - 2014,1963,2014
0.763733632755518,-1,10,GDP,1963 - 2014,1963,2014
0.592500471247569,-0.5,10,GDP,1963 - 2014,1963,2014
0.421267309739621,0,10,GDP,1963 - 2014,1963,2014
0.250034148231673,0.5,10,GDP,1963 - 2014,1963,2014
0.0788009867237252,1,10,GDP,1963 - 2014,1963,2014
-0.0924321747842232,1.5,10,GDP,1963 - 2014,1963,2014
-0.263665336292172,2,10,GDP,1963 - 2014,1963,2014
-0.43489849780012,2.5,10,GDP,1963 - 2014,1963,2014
3.37423551088557,5,-2,ECI,1963 - 2014,1963,2014
3.14743195537416,5.5,-2,ECI,1963 - 2014,1963,2014
2.92062839986274,6,-2,ECI,1963 - 2014,1963,2014
2.69382484435133,6.5,-2,ECI,1963 - 2014,1963,2014
2.46702128883991,7,-2,ECI,1963 - 2014,1963,2014
2.24021773332849,7.5,-2,ECI,1963 - 2014,1963,2014
2.01341417781708,8,-2,ECI,1963 - 2014,1963,2014
1.78661062230566,8.5,-2,ECI,1963 - 2014,1963,2014
1.55980706679425,9,-2,ECI,1963 - 2014,1963,2014
1.33300351128283,9.5,-2,ECI,1963 - 2014,1963,2014
1.10619995577141,10,-2,ECI,1963 - 2014,1963,2014
5.59220326236654,5,0,ECI,1963 - 2014,1963,2014
5.07510966710385,5.5,0,ECI,1963 - 2014,1963,2014
4.55801607184116,6,0,ECI,1963 - 2014,1963,2014
4.04092247657847,6.5,0,ECI,1963 - 2014,1963,2014
3.52382888131577,7,0,ECI,1963 - 2014,1963,2014
3.00673528605308,7.5,0,ECI,1963 - 2014,1963,2014
2.48964169079039,8,0,ECI,1963 - 2014,1963,2014
1.9725480955277,8.5,0,ECI,1963 - 2014,1963,2014
1.45545450026501,9,0,ECI,1963 - 2014,1963,2014
0.938360905002313,9.5,0,ECI,1963 - 2014,1963,2014
0.421267309739621,10,0,ECI,1963 - 2014,1963,2014
7.81017101384751,5,2,ECI,1963 - 2014,1963,2014
7.00278737883354,5.5,2,ECI,1963 - 2014,1963,2014
6.19540374381957,6,2,ECI,1963 - 2014,1963,2014
5.38802010880561,6.5,2,ECI,1963 - 2014,1963,2014
4.58063647379164,7,2,ECI,1963 - 2014,1963,2014
3.77325283877767,7.5,2,ECI,1963 - 2014,1963,2014
2.9658692037637,8,2,ECI,1963 - 2014,1963,2014
2.15848556874973,8.5,2,ECI,1963 - 2014,1963,2014
1.35110193373577,9,2,ECI,1963 - 2014,1963,2014
0.543718298721797,9.5,2,ECI,1963 - 2014,1963,2014
-0.263665336292172,10,2,ECI,1963 - 2014,1963,2014
3.14504124777542,-1.5,7,GDP,1964 - 2014,1964,2014
3.44460869383325,-1,7,GDP,1964 - 2014,1964,2014
3.74417613989109,-0.5,7,GDP,1964 - 2014,1964,2014
4.04374358594893,0,7,GDP,1964 - 2014,1964,2014
4.34331103200677,0.5,7,GDP,1964 - 2014,1964,2014
4.6428784780646,1,7,GDP,1964 - 2014,1964,2014
4.94244592412244,1.5,7,GDP,1964 - 2014,1964,2014
5.24201337018028,2,7,GDP,1964 - 2014,1964,2014
5.54158081623812,2.5,7,GDP,1964 - 2014,1964,2014
1.88186539318896,-1.5,8.5,GDP,1964 - 2014,1964,2014
1.89475118891845,-1,8.5,GDP,1964 - 2014,1964,2014
1.90763698464794,-0.5,8.5,GDP,1964 - 2014,1964,2014
1.92052278037742,0,8.5,GDP,1964 - 2014,1964,2014
1.93340857610691,0.5,8.5,GDP,1964 - 2014,1964,2014
1.9462943718364,1,8.5,GDP,1964 - 2014,1964,2014
1.95918016756588,1.5,8.5,GDP,1964 - 2014,1964,2014
1.97206596329537,2,8.5,GDP,1964 - 2014,1964,2014
1.98495175902485,2.5,8.5,GDP,1964 - 2014,1964,2014
0.618689538602515,-1.5,10,GDP,1964 - 2014,1964,2014
0.344893684003649,-1,10,GDP,1964 - 2014,1964,2014
0.0710978294047837,-0.5,10,GDP,1964 - 2014,1964,2014
-0.202698025194082,0,10,GDP,1964 - 2014,1964,2014
-0.476493879792948,0.5,10,GDP,1964 - 2014,1964,2014
-0.750289734391814,1,10,GDP,1964 - 2014,1964,2014
-1.02408558899068,1.5,10,GDP,1964 - 2014,1964,2014
-1.29788144358955,2,10,GDP,1964 - 2014,1964,2014
-1.57167729818841,2.5,10,GDP,1964 - 2014,1964,2014
3.82196800597568,5.5,-2,ECI,1964 - 2014,1964,2014
3.49646993788964,6,-2,ECI,1964 - 2014,1964,2014
3.17097186980361,6.5,-2,ECI,1964 - 2014,1964,2014
2.84547380171758,7,-2,ECI,1964 - 2014,1964,2014
2.51997573363155,7.5,-2,ECI,1964 - 2014,1964,2014
2.19447766554551,8,-2,ECI,1964 - 2014,1964,2014
1.86897959745948,8.5,-2,ECI,1964 - 2014,1964,2014
1.54348152937345,9,-2,ECI,1964 - 2014,1964,2014
1.21798346128741,9.5,-2,ECI,1964 - 2014,1964,2014
0.892485393201381,10,-2,ECI,1964 - 2014,1964,2014
6.16696439152043,5.5,0,ECI,1964 - 2014,1964,2014
5.4592241229966,6,0,ECI,1964 - 2014,1964,2014
4.75148385447276,6.5,0,ECI,1964 - 2014,1964,2014
4.04374358594893,7,0,ECI,1964 - 2014,1964,2014
3.33600331742509,7.5,0,ECI,1964 - 2014,1964,2014
2.62826304890126,8,0,ECI,1964 - 2014,1964,2014
1.92052278037742,8.5,0,ECI,1964 - 2014,1964,2014
1.21278251185359,9,0,ECI,1964 - 2014,1964,2014
0.505042243329753,9.5,0,ECI,1964 - 2014,1964,2014
-0.202698025194082,10,0,ECI,1964 - 2014,1964,2014
8.51196077706519,5.5,2,ECI,1964 - 2014,1964,2014
7.42197830810356,6,2,ECI,1964 - 2014,1964,2014
6.33199583914192,6.5,2,ECI,1964 - 2014,1964,2014
5.24201337018028,7,2,ECI,1964 - 2014,1964,2014
4.15203090121864,7.5,2,ECI,1964 - 2014,1964,2014
3.06204843225701,8,2,ECI,1964 - 2014,1964,2014
1.97206596329537,8.5,2,ECI,1964 - 2014,1964,2014
0.88208349433373,9,2,ECI,1964 - 2014,1964,2014
-0.207898974627907,9.5,2,ECI,1964 - 2014,1964,2014
-1.29788144358955,10,2,ECI,1964 - 2014,1964,2014
3.06630807357972,-1.5,7,GDP,1965 - 2014,1965,2014
3.44252675674304,-1,7,GDP,1965 - 2014,1965,2014
3.81874543990635,-0.5,7,GDP,1965 - 2014,1965,2014
4.19496412306967,0,7,GDP,1965 - 2014,1965,2014
4.57118280623299,0.5,7,GDP,1965 - 2014,1965,2014
4.9474014893963,1,7,GDP,1965 - 2014,1965,2014
5.32362017255962,1.5,7,GDP,1965 - 2014,1965,2014
5.69983885572293,2,7,GDP,1965 - 2014,1965,2014
6.07605753888625,2.5,7,GDP,1965 - 2014,1965,2014
1.77293191506642,-1.5,8.5,GDP,1965 - 2014,1965,2014
1.79609957302368,-1,8.5,GDP,1965 - 2014,1965,2014
1.81926723098094,-0.5,8.5,GDP,1965 - 2014,1965,2014
1.8424348889382,0,8.5,GDP,1965 - 2014,1965,2014
1.86560254689545,0.5,8.5,GDP,1965 - 2014,1965,2014
1.88877020485271,1,8.5,GDP,1965 - 2014,1965,2014
1.91193786280997,1.5,8.5,GDP,1965 - 2014,1965,2014
1.93510552076723,2,8.5,GDP,1965 - 2014,1965,2014
1.95827317872448,2.5,8.5,GDP,1965 - 2014,1965,2014
0.479555756553125,-1.5,10,GDP,1965 - 2014,1965,2014
0.149672389304325,-1,10,GDP,1965 - 2014,1965,2014
-0.180210977944477,-0.5,10,GDP,1965 - 2014,1965,2014
-0.510094345193279,0,10,GDP,1965 - 2014,1965,2014
-0.83997771244208,0.5,10,GDP,1965 - 2014,1965,2014
-1.16986107969088,1,10,GDP,1965 - 2014,1965,2014
-1.49974444693968,1.5,10,GDP,1965 - 2014,1965,2014
-1.82962781418849,2,10,GDP,1965 - 2014,1965,2014
-2.15951118143729,2.5,10,GDP,1965 - 2014,1965,2014
3.63041452372365,5.5,-2,ECI,1965 - 2014,1965,2014
3.31697281262124,6,-2,ECI,1965 - 2014,1965,2014
3.00353110151882,6.5,-2,ECI,1965 - 2014,1965,2014
2.69008939041641,7,-2,ECI,1965 - 2014,1965,2014
2.376647679314,7.5,-2,ECI,1965 - 2014,1965,2014
2.06320596821158,8,-2,ECI,1965 - 2014,1965,2014
1.74976425710917,8.5,-2,ECI,1965 - 2014,1965,2014
1.43632254600676,9,-2,ECI,1965 - 2014,1965,2014
1.12288083490434,9.5,-2,ECI,1965 - 2014,1965,2014
0.80943912380193,10,-2,ECI,1965 - 2014,1965,2014
6.54749335720114,5.5,0,ECI,1965 - 2014,1965,2014
5.76331694582399,6,0,ECI,1965 - 2014,1965,2014
4.97914053444683,6.5,0,ECI,1965 - 2014,1965,2014
4.19496412306967,7,0,ECI,1965 - 2014,1965,2014
3.41078771169251,7.5,0,ECI,1965 - 2014,1965,2014
2.62661130031535,8,0,ECI,1965 - 2014,1965,2014
1.8424348889382,8.5,0,ECI,1965 - 2014,1965,2014
1.05825847756104,9,0,ECI,1965 - 2014,1965,2014
0.27408206618388,9.5,0,ECI,1965 - 2014,1965,2014
-0.510094345193279,10,0,ECI,1965 - 2014,1965,2014
9.46457219067864,5.5,2,ECI,1965 - 2014,1965,2014
8.20966107902674,6,2,ECI,1965 - 2014,1965,2014
6.95474996737483,6.5,2,ECI,1965 - 2014,1965,2014
5.69983885572293,7,2,ECI,1965 - 2014,1965,2014
4.44492774407103,7.5,2,ECI,1965 - 2014,1965,2014
3.19001663241913,8,2,ECI,1965 - 2014,1965,2014
1.93510552076723,8.5,2,ECI,1965 - 2014,1965,2014
0.680194409115323,9,2,ECI,1965 - 2014,1965,2014
-0.574716702536582,9.5,2,ECI,1965 - 2014,1965,2014
-1.82962781418849,10,2,ECI,1965 - 2014,1965,2014
2.94712513966594,-2,7,GDP,1966 - 2014,1966,2014
3.29238422293449,-1.5,7,GDP,1966 - 2014,1966,2014
3.63764330620303,-1,7,GDP,1966 - 2014,1966,2014
3.98290238947158,-0.5,7,GDP,1966 - 2014,1966,2014
4.32816147274013,0,7,GDP,1966 - 2014,1966,2014
4.67342055600867,0.5,7,GDP,1966 - 2014,1966,2014
5.01867963927722,1,7,GDP,1966 - 2014,1966,2014
5.36393872254577,1.5,7,GDP,1966 - 2014,1966,2014
5.70919780581431,2,7,GDP,1966 - 2014,1966,2014
6.05445688908286,2.5,7,GDP,1966 - 2014,1966,2014
1.92000735939944,-2,8.5,GDP,1966 - 2014,1966,2014
1.9019950573022,-1.5,8.5,GDP,1966 - 2014,1966,2014
1.88398275520497,-1,8.5,GDP,1966 - 2014,1966,2014
1.86597045310773,-0.5,8.5,GDP,1966 - 2014,1966,2014
1.8479581510105,0,8.5,GDP,1966 - 2014,1966,2014
1.82994584891326,0.5,8.5,GDP,1966 - 2014,1966,2014
1.81193354681603,1,8.5,GDP,1966 - 2014,1966,2014
1.79392124471879,1.5,8.5,GDP,1966 - 2014,1966,2014
1.77590894262156,2,8.5,GDP,1966 - 2014,1966,2014
1.75789664052433,2.5,8.5,GDP,1966 - 2014,1966,2014
0.892889579132939,-2,10,GDP,1966 - 2014,1966,2014
0.511605891669922,-1.5,10,GDP,1966 - 2014,1966,2014
0.130322204206906,-1,10,GDP,1966 - 2014,1966,2014
-0.25096148325611,-0.5,10,GDP,1966 - 2014,1966,2014
-0.632245170719126,0,10,GDP,1966 - 2014,1966,2014
-1.01352885818214,0.5,10,GDP,1966 - 2014,1966,2014
-1.39481254564516,1,10,GDP,1966 - 2014,1966,2014
-1.77609623310817,1.5,10,GDP,1966 - 2014,1966,2014
-2.15737992057119,2,10,GDP,1966 - 2014,1966,2014
-2.53866360803421,2.5,10,GDP,1966 - 2014,1966,2014
3.97424291993244,5.5,-2,ECI,1966 - 2014,1966,2014
3.63187032651028,6,-2,ECI,1966 - 2014,1966,2014
3.28949773308811,6.5,-2,ECI,1966 - 2014,1966,2014
2.94712513966594,7,-2,ECI,1966 - 2014,1966,2014
2.60475254624377,7.5,-2,ECI,1966 - 2014,1966,2014
2.26237995282161,8,-2,ECI,1966 - 2014,1966,2014
1.92000735939944,8.5,-2,ECI,1966 - 2014,1966,2014
1.57763476597727,9,-2,ECI,1966 - 2014,1966,2014
1.2352621725551,9.5,-2,ECI,1966 - 2014,1966,2014
0.892889579132939,10,-2,ECI,1966 - 2014,1966,2014
6.80836479446975,5.5,0,ECI,1966 - 2014,1966,2014
5.98163035389321,6,0,ECI,1966 - 2014,1966,2014
5.15489591331667,6.5,0,ECI,1966 - 2014,1966,2014
4.32816147274013,7,0,ECI,1966 - 2014,1966,2014
3.50142703216358,7.5,0,ECI,1966 - 2014,1966,2014
2.67469259158704,8,0,ECI,1966 - 2014,1966,2014
1.8479581510105,8.5,0,ECI,1966 - 2014,1966,2014
1.02122371043396,9,0,ECI,1966 - 2014,1966,2014
0.194489269857414,9.5,0,ECI,1966 - 2014,1966,2014
-0.632245170719126,10,0,ECI,1966 - 2014,1966,2014
9.64248666900706,5.5,2,ECI,1966 - 2014,1966,2014
8.33139038127615,6,2,ECI,1966 - 2014,1966,2014
7.02029409354523,6.5,2,ECI,1966 - 2014,1966,2014
5.70919780581431,7,2,ECI,1966 - 2014,1966,2014
4.3981015180834,7.5,2,ECI,1966 - 2014,1966,2014
3.08700523035248,8,2,ECI,1966 - 2014,1966,2014
1.77590894262156,8.5,2,ECI,1966 - 2014,1966,2014
0.464812654890643,9,2,ECI,1966 - 2014,1966,2014
-0.846283632840274,9.5,2,ECI,1966 - 2014,1966,2014
-2.15737992057119,10,2,ECI,1966 - 2014,1966,2014
3.23060835399904,-2,7,GDP,1967 - 2014,1967,2014
3.50156879460047,-1.5,7,GDP,1967 - 2014,1967,2014
3.7725292352019,-1,7,GDP,1967 - 2014,1967,2014
4.04348967580333,-0.5,7,GDP,1967 - 2014,1967,2014
4.31445011640475,0,7,GDP,1967 - 2014,1967,2014
4.58541055700618,0.5,7,GDP,1967 - 2014,1967,2014
4.85637099760761,1,7,GDP,1967 - 2014,1967,2014
5.12733143820904,1.5,7,GDP,1967 - 2014,1967,2014
5.39829187881046,2,7,GDP,1967 - 2014,1967,2014
5.66925231941189,2.5,7,GDP,1967 - 2014,1967,2014
2.04431285334308,-2,8.5,GDP,1967 - 2014,1967,2014
2.00177670736195,-1.5,8.5,GDP,1967 - 2014,1967,2014
1.95924056138083,-1,8.5,GDP,1967 - 2014,1967,2014
1.9167044153997,-0.5,8.5,GDP,1967 - 2014,1967,2014
1.87416826941858,0,8.5,GDP,1967 - 2014,1967,2014
1.83163212343745,0.5,8.5,GDP,1967 - 2014,1967,2014
1.78909597745633,1,8.5,GDP,1967 - 2014,1967,2014
1.7465598314752,1.5,8.5,GDP,1967 - 2014,1967,2014
1.70402368549408,2,8.5,GDP,1967 - 2014,1967,2014
1.66148753951295,2.5,8.5,GDP,1967 - 2014,1967,2014
0.858017352687114,-2,10,GDP,1967 - 2014,1967,2014
0.501984620123436,-1.5,10,GDP,1967 - 2014,1967,2014
0.14595188755976,-1,10,GDP,1967 - 2014,1967,2014
-0.210080845003918,-0.5,10,GDP,1967 - 2014,1967,2014
-0.566113577567596,0,10,GDP,1967 - 2014,1967,2014
-0.922146310131273,0.5,10,GDP,1967 - 2014,1967,2014
-1.27817904269495,1,10,GDP,1967 - 2014,1967,2014
-1.63421177525863,1.5,10,GDP,1967 - 2014,1967,2014
-1.99024450782231,2,10,GDP,1967 - 2014,1967,2014
-2.34627724038598,2.5,10,GDP,1967 - 2014,1967,2014
4.41690385465501,5.5,-2,ECI,1967 - 2014,1967,2014
4.02147202110302,6,-2,ECI,1967 - 2014,1967,2014
3.62604018755103,6.5,-2,ECI,1967 - 2014,1967,2014
3.23060835399904,7,-2,ECI,1967 - 2014,1967,2014
2.83517652044706,7.5,-2,ECI,1967 - 2014,1967,2014
2.43974468689507,8,-2,ECI,1967 - 2014,1967,2014
2.04431285334308,8.5,-2,ECI,1967 - 2014,1967,2014
1.64888101979109,9,-2,ECI,1967 - 2014,1967,2014
1.2534491862391,9.5,-2,ECI,1967 - 2014,1967,2014
0.858017352687114,10,-2,ECI,1967 - 2014,1967,2014
0.462585519135127,10.5,-2,ECI,1967 - 2014,1967,2014
6.75473196339093,5.5,0,ECI,1967 - 2014,1967,2014
5.9413046810622,6,0,ECI,1967 - 2014,1967,2014
5.12787739873348,6.5,0,ECI,1967 - 2014,1967,2014
4.31445011640475,7,0,ECI,1967 - 2014,1967,2014
3.50102283407603,7.5,0,ECI,1967 - 2014,1967,2014
2.6875955517473,8,0,ECI,1967 - 2014,1967,2014
1.87416826941858,8.5,0,ECI,1967 - 2014,1967,2014
1.06074098708985,9,0,ECI,1967 - 2014,1967,2014
0.247313704761129,9.5,0,ECI,1967 - 2014,1967,2014
-0.566113577567596,10,0,ECI,1967 - 2014,1967,2014
-1.37954085989632,10.5,0,ECI,1967 - 2014,1967,2014
9.09256007212685,5.5,2,ECI,1967 - 2014,1967,2014
7.86113734102139,6,2,ECI,1967 - 2014,1967,2014
6.62971460991592,6.5,2,ECI,1967 - 2014,1967,2014
5.39829187881046,7,2,ECI,1967 - 2014,1967,2014
4.166869147705,7.5,2,ECI,1967 - 2014,1967,2014
2.93544641659954,8,2,ECI,1967 - 2014,1967,2014
1.70402368549408,8.5,2,ECI,1967 - 2014,1967,2014
0.472600954388616,9,2,ECI,1967 - 2014,1967,2014
-0.758821776716845,9.5,2,ECI,1967 - 2014,1967,2014
-1.99024450782231,10,2,ECI,1967 - 2014,1967,2014
-3.22166723892777,10.5,2,ECI,1967 - 2014,1967,2014
3.37108490863729,-1.5,7,GDP,1968 - 2014,1968,2014
3.72098343887077,-1,7,GDP,1968 - 2014,1968,2014
4.07088196910426,-0.5,7,GDP,1968 - 2014,1968,2014
4.42078049933775,0,7,GDP,1968 - 2014,1968,2014
4.77067902957123,0.5,7,GDP,1968 - 2014,1968,2014
5.12057755980472,1,7,GDP,1968 - 2014,1968,2014
5.4704760900382,1.5,7,GDP,1968 - 2014,1968,2014
5.82037462027169,2,7,GDP,1968 - 2014,1968,2014
6.17027315050518,2.5,7,GDP,1968 - 2014,1968,2014
1.84659951257298,-1.5,8.5,GDP,1968 - 2014,1968,2014
1.85948436299237,-1,8.5,GDP,1968 - 2014,1968,2014
1.87236921341176,-0.5,8.5,GDP,1968 - 2014,1968,2014
1.88525406383115,0,8.5,GDP,1968 - 2014,1968,2014
1.89813891425055,0.5,8.5,GDP,1968 - 2014,1968,2014
1.91102376466994,1,8.5,GDP,1968 - 2014,1968,2014
1.92390861508933,1.5,8.5,GDP,1968 - 2014,1968,2014
1.93679346550872,2,8.5,GDP,1968 - 2014,1968,2014
1.94967831592811,2.5,8.5,GDP,1968 - 2014,1968,2014
0.322114116508672,-1.5,10,GDP,1968 - 2014,1968,2014
-0.00201471288603283,-1,10,GDP,1968 - 2014,1968,2014
-0.326143542280736,-0.5,10,GDP,1968 - 2014,1968,2014
-0.650272371675439,0,10,GDP,1968 - 2014,1968,2014
-0.974401201070142,0.5,10,GDP,1968 - 2014,1968,2014
-1.29853003046485,1,10,GDP,1968 - 2014,1968,2014
-1.62265885985955,1.5,10,GDP,1968 - 2014,1968,2014
-1.94678768925425,2,10,GDP,1968 - 2014,1968,2014
-2.27091651864895,2.5,10,GDP,1968 - 2014,1968,2014
4.20865809465402,5.5,-2,ECI,1968 - 2014,1968,2014
3.81283418923728,6,-2,ECI,1968 - 2014,1968,2014
3.41701028382054,6.5,-2,ECI,1968 - 2014,1968,2014
3.0211863784038,7,-2,ECI,1968 - 2014,1968,2014
2.62536247298706,7.5,-2,ECI,1968 - 2014,1968,2014
2.22953856757033,8,-2,ECI,1968 - 2014,1968,2014
1.83371466215359,8.5,-2,ECI,1968 - 2014,1968,2014
1.43789075673685,9,-2,ECI,1968 - 2014,1968,2014
1.04206685132011,9.5,-2,ECI,1968 - 2014,1968,2014
0.646242945903376,10,-2,ECI,1968 - 2014,1968,2014
0.250419040486641,10.5,-2,ECI,1968 - 2014,1968,2014
6.95630693484434,5.5,0,ECI,1968 - 2014,1968,2014
6.11113145634214,6,0,ECI,1968 - 2014,1968,2014
5.26595597783994,6.5,0,ECI,1968 - 2014,1968,2014
4.42078049933775,7,0,ECI,1968 - 2014,1968,2014
3.57560502083555,7.5,0,ECI,1968 - 2014,1968,2014
2.73042954233335,8,0,ECI,1968 - 2014,1968,2014
1.88525406383115,8.5,0,ECI,1968 - 2014,1968,2014
1.04007858532896,9,0,ECI,1968 - 2014,1968,2014
0.194903106826759,9.5,0,ECI,1968 - 2014,1968,2014
-0.650272371675439,10,0,ECI,1968 - 2014,1968,2014
-1.49544785017763,10.5,0,ECI,1968 - 2014,1968,2014
9.70395577503466,5.5,2,ECI,1968 - 2014,1968,2014
8.409428723447,6,2,ECI,1968 - 2014,1968,2014
7.11490167185935,6.5,2,ECI,1968 - 2014,1968,2014
5.82037462027169,7,2,ECI,1968 - 2014,1968,2014
4.52584756868403,7.5,2,ECI,1968 - 2014,1968,2014
3.23132051709638,8,2,ECI,1968 - 2014,1968,2014
1.93679346550872,8.5,2,ECI,1968 - 2014,1968,2014
0.642266413921062,9,2,ECI,1968 - 2014,1968,2014
-0.652260637666594,9.5,2,ECI,1968 - 2014,1968,2014
-1.94678768925425,10,2,ECI,1968 - 2014,1968,2014
-3.24131474084191,10.5,2,ECI,1968 - 2014,1968,2014
3.54529468747771,-1.5,7,GDP,1969 - 2014,1969,2014
3.89982143557115,-1,7,GDP,1969 - 2014,1969,2014
4.25434818366458,-0.5,7,GDP,1969 - 2014,1969,2014
4.60887493175801,0,7,GDP,1969 - 2014,1969,2014
4.96340167985145,0.5,7,GDP,1969 - 2014,1969,2014
5.31792842794488,1,7,GDP,1969 - 2014,1969,2014
5.67245517603832,1.5,7,GDP,1969 - 2014,1969,2014
6.02698192413175,2,7,GDP,1969 - 2014,1969,2014
6.38150867222518,2.5,7,GDP,1969 - 2014,1969,2014
1.93492037783626,-1.5,8.5,GDP,1969 - 2014,1969,2014
1.94210119211984,-1,8.5,GDP,1969 - 2014,1969,2014
1.94928200640342,-0.5,8.5,GDP,1969 - 2014,1969,2014
1.956462820687,0,8.5,GDP,1969 - 2014,1969,2014
1.96364363497057,0.5,8.5,GDP,1969 - 2014,1969,2014
1.97082444925415,1,8.5,GDP,1969 - 2014,1969,2014
1.97800526353774,1.5,8.5,GDP,1969 - 2014,1969,2014
1.98518607782132,2,8.5,GDP,1969 - 2014,1969,2014
