start_year,end_year,variable,estimate,pvalue,ame_estimate,ame_pvalue
1964,2008,GDP_pc_PPP_log,-1.25063157649741,1.47029856559751e-05,-1.33104284764174,6.04794848289061e-13
1964,2009,GDP_pc_PPP_log,-1.27860295330101,4.62449131760406e-06,-1.3588207587964,4.15413894253548e-14
1964,2010,GDP_pc_PPP_log,-1.31600923421016,5.18589605398285e-06,-1.39346975699546,2.11629741567828e-14
1964,2011,GDP_pc_PPP_log,-1.33749641385443,6.5814796124134e-06,-1.41236990906368,5.52076039568405e-14
1964,2012,GDP_pc_PPP_log,-1.34576548691852,3.81447980097814e-06,-1.41562996956492,2.57666836945372e-14
1964,2013,GDP_pc_PPP_log,-1.35814729724251,4.03371456048386e-06,-1.42492976606651,8.70092918006247e-15
1964,2014,GDP_pc_PPP_log,-1.34626289311802,3.95384406900125e-06,-1.4103884755112,2.18305281743819e-15
1964,2015,GDP_pc_PPP_log,-1.34559615484285,3.60172783169154e-06,-1.40950867504265,2.19992870559798e-15
1964,2016,GDP_pc_PPP_log,-1.34610612675297,3.29200586824445e-06,-1.40981518777779,2.00021299997236e-15
1965,1969,GDP_pc_PPP_log,,,,
1965,1970,GDP_pc_PPP_log,-1.03516902585458,0.027896574845104,-1.13939401982592,0.00993359814148513
1965,1971,GDP_pc_PPP_log,-1.15285892161941,0.0133237482364334,-1.27310605803984,0.00178093847745063
1965,1972,GDP_pc_PPP_log,-1.08187681804539,0.0236697753689302,-1.20095601183994,0.00288552189055447
1965,1973,GDP_pc_PPP_log,-0.959062532165883,0.0500408411200652,-1.09222698509452,0.00551537068801869
1965,1974,GDP_pc_PPP_log,-0.552585979150347,0.310714121796667,-0.687823029109034,0.0901364456214629
1965,1975,GDP_pc_PPP_log,-0.822271012338352,0.164944182894457,-0.967202094152243,0.0229756505108619
1965,1976,GDP_pc_PPP_log,-0.823861109790359,0.159561102992811,-0.967751625339313,0.0152509451848768
1965,1977,GDP_pc_PPP_log,-0.839650284215992,0.120037843020176,-0.97901557476576,0.00866277131449478
1965,1978,GDP_pc_PPP_log,-0.969833241916179,0.0670141307527077,-1.10733786527697,0.00208942136361731
1965,1979,GDP_pc_PPP_log,-0.91363440361919,0.0615445901752515,-1.04983166339145,0.00277504344171229
1965,1980,GDP_pc_PPP_log,-0.850052765226782,0.0549429486695351,-0.979167323425421,0.00470039762808504
1965,1981,GDP_pc_PPP_log,-0.924679365795129,0.0401420260483517,-1.04836790885292,0.00273410265447967
1965,1982,GDP_pc_PPP_log,-1.04597372781645,0.0198562584908595,-1.15252126555675,0.000861865377635552
1965,1983,GDP_pc_PPP_log,-1.15674045484807,0.0098291255713796,-1.25079841011746,0.00032313784841638
1965,1984,GDP_pc_PPP_log,-1.20076180088998,0.00606441052751759,-1.29436184605189,0.000209185816715422
1965,1985,GDP_pc_PPP_log,-1.1886937389868,0.00447933800157541,-1.2665001066819,0.000120997433560604
1965,1986,GDP_pc_PPP_log,-1.27848242481496,0.000907321804824798,-1.36188231047248,1.17921164951108e-05
1965,1987,GDP_pc_PPP_log,-1.30076028136744,0.000523278269203482,-1.39835618038347,4.48419681240783e-06
1965,1988,GDP_pc_PPP_log,-1.36719778960275,0.000319605299683703,-1.46593969175267,6.01135663506739e-07
1965,1989,GDP_pc_PPP_log,-1.40367305226782,0.000326980238992578,-1.50024502764707,4.05793979843901e-07
1965,1990,GDP_pc_PPP_log,-1.40197919289367,0.000571545012272587,-1.49697225493571,5.33673855190589e-07
1965,1991,GDP_pc_PPP_log,-1.45244941909303,0.000409849640934256,-1.55588018472915,2.31785093274307e-07
1965,1992,GDP_pc_PPP_log,-1.47678756082943,0.00013424838192183,-1.58827900926743,5.55700919619953e-08
1965,1993,GDP_pc_PPP_log,-1.63371890488402,1.34567568480562e-05,-1.74499437818447,2.5670467685689e-09
1965,1994,GDP_pc_PPP_log,-1.67061887869134,7.05258731813761e-06,-1.78090750783736,1.64977030822275e-09
1965,1995,GDP_pc_PPP_log,-1.70366293011607,4.52582675827331e-06,-1.81294320805656,4.88864160638504e-10
1965,1996,GDP_pc_PPP_log,-1.67969324893985,1.04854085417416e-05,-1.79276597830978,2.28225223018155e-09
1965,1997,GDP_pc_PPP_log,-1.66361613658551,2.06138257471587e-06,-1.7750301386072,1.43893004879864e-10
1965,1998,GDP_pc_PPP_log,-1.61471335593562,1.65083208149349e-07,-1.72012602652144,8.9430222963603e-12
1965,1999,GDP_pc_PPP_log,-1.57018236585694,2.06477136403552e-07,-1.67469297658865,2.59606294253577e-12
1965,2000,GDP_pc_PPP_log,-1.51323945619708,2.90336607842567e-07,-1.62203394640969,9.55926876763399e-13
1965,2001,GDP_pc_PPP_log,-1.50747173792269,1.02070743441438e-07,-1.60717022349133,1.35906823969922e-13
1965,2002,GDP_pc_PPP_log,-1.52578433114401,1.5607727374728e-08,-1.62463070661222,1.50324798376127e-15
1965,2003,GDP_pc_PPP_log,-1.48099031819328,4.29550031017575e-09,-1.58028868476592,3.82086858642343e-16
1965,2004,GDP_pc_PPP_log,-1.44827085063297,1.0315321137044e-08,-1.54436084064983,1.72685742514594e-15
1965,2005,GDP_pc_PPP_log,-1.44364056237541,1.26812211252176e-08,-1.54131975188196,2.30266357579912e-15
1965,2006,GDP_pc_PPP_log,-1.45156238629396,2.51550782069946e-09,-1.54755688933389,5.21988780675572e-16
1965,2007,GDP_pc_PPP_log,-1.41150726542656,2.24047824655878e-09,-1.50785529260795,1.35216406120763e-15
1965,2008,GDP_pc_PPP_log,-1.40544796595507,1.49023614664047e-09,-1.49803107745598,4.64098818873892e-15
1965,2009,GDP_pc_PPP_log,-1.41973596954047,2.78933765351844e-10,-1.51629873228986,2.49739791730909e-16
1965,2010,GDP_pc_PPP_log,-1.46043031260931,2.09988022985435e-10,-1.55510333296501,9.9476617548191e-17
1965,2011,GDP_pc_PPP_log,-1.48950840736799,2.699944570199e-10,-1.58201926377022,1.53415858091922e-16
1965,2012,GDP_pc_PPP_log,-1.49425942387578,1.34265988919187e-10,-1.58262018495663,6.31143046958662e-17
1965,2013,GDP_pc_PPP_log,-1.50641701715199,9.63228159079929e-11,-1.5921119329536,1.4944791770914e-17
1965,2014,GDP_pc_PPP_log,-1.48800708311019,9.44296439057766e-11,-1.57053267415844,4.48251608070796e-18
1965,2015,GDP_pc_PPP_log,-1.48714282738135,8.68480148552828e-11,-1.56926730238499,4.79477885194399e-18
1965,2016,GDP_pc_PPP_log,-1.48779064025912,7.52823463312512e-11,-1.56961039742798,4.3622028073009e-18
1966,1970,GDP_pc_PPP_log,-0.773905331274733,0.198635526904073,-0.839611175633458,0.120348323045223
1966,1971,GDP_pc_PPP_log,-0.961847276267863,0.0906692033252255,-1.047830238257,0.0321626115055891
1966,1972,GDP_pc_PPP_log,-0.934829711950749,0.11085918484831,-1.02751571495055,0.0318036696246043
1966,1973,GDP_pc_PPP_log,-0.820814472263458,0.174165935337813,-0.919141073040548,0.0502026906524016
1966,1974,GDP_pc_PPP_log,-0.419888520528507,0.526230243326995,-0.523522498076546,0.276370219003152
1966,1975,GDP_pc_PPP_log,-0.75892105071499,0.283745676503544,-0.87434627124201,0.0792671599128315
1966,1976,GDP_pc_PPP_log,-0.753168084457011,0.282996589022215,-0.860618152510827,0.0653788250960269
1966,1977,GDP_pc_PPP_log,-0.776488398533023,0.235181150226443,-0.875820788826247,0.0441916977889929
1966,1978,GDP_pc_PPP_log,-0.927705649486424,0.146819719283369,-1.02482874176485,0.0146424196011072
1966,1979,GDP_pc_PPP_log,-0.885706167821011,0.136702026096903,-0.979580070624429,0.0170667148030004
1966,1980,GDP_pc_PPP_log,-0.829925916271512,0.119069632608505,-0.919572193098613,0.0208660370355314
1966,1981,GDP_pc_PPP_log,-0.913159987866478,0.0929401267165066,-0.996904293310664,0.0123849472967369
1966,1982,GDP_pc_PPP_log,-1.04457370857501,0.0500820610576036,-1.11780113205234,0.0038193328219312
1966,1983,GDP_pc_PPP_log,-1.17125358161738,0.0252606310468474,-1.23441548093837,0.00134402770085156
1966,1984,GDP_pc_PPP_log,-1.21438632329734,0.015747375506123,-1.27956714292398,0.000828031254408955
1966,1985,GDP_pc_PPP_log,-1.19474432788182,0.0127218942124584,-1.24775656698479,0.000509860527376212
1966,1986,GDP_pc_PPP_log,-1.2864340529812,0.00489121987254603,-1.34215448306643,9.22046861389615e-05
1966,1987,GDP_pc_PPP_log,-1.31239201975875,0.00352320493648389,-1.38002167528552,4.37254646881714e-05
1966,1988,GDP_pc_PPP_log,-1.37273275623442,0.00300865621650105,-1.44023545764518,1.15201706090867e-05
1966,1989,GDP_pc_PPP_log,-1.41416172476495,0.00256133658634256,-1.47836519653671,8.02337081347461e-06
1966,1990,GDP_pc_PPP_log,-1.42431861316474,0.00299407912262371,-1.48926901015186,7.01598325530537e-06
1966,1991,GDP_pc_PPP_log,-1.48236208241247,0.00210428878579849,-1.55603436211497,2.91686210609918e-06
1966,1992,GDP_pc_PPP_log,-1.52195252909581,0.000745747748880407,-1.60279782281676,7.7631576505467e-07
1966,1993,GDP_pc_PPP_log,-1.69269722050018,6.75854483350063e-05,-1.77894942492255,2.89047136202256e-08
1966,1994,GDP_pc_PPP_log,-1.72606871241328,3.80347286067878e-05,-1.8109075254685,2.14791545321207e-08
1966,1995,GDP_pc_PPP_log,-1.77093972733689,1.59307836676436e-05,-1.85610564457648,5.39235802300258e-09
1966,1996,GDP_pc_PPP_log,-1.75456356196122,2.61983304553127e-05,-1.8424590168035,1.81688745928135e-08
1966,1997,GDP_pc_PPP_log,-1.73782300744098,8.57360959678635e-06,-1.82340504462805,1.97499515189111e-09
1966,1998,GDP_pc_PPP_log,-1.68096608834524,9.54342201588985e-07,-1.76053625084129,3.01441435817224e-10
1966,1999,GDP_pc_PPP_log,-1.63870231451876,1.0569184194082e-06,-1.71704871861685,1.06186645791013e-10
1966,2000,GDP_pc_PPP_log,-1.58663440193942,1.43921887077073e-06,-1.66892052645627,4.49697520217493e-11
1966,2001,GDP_pc_PPP_log,-1.57953909417767,4.61097117573419e-07,-1.65551488323525,6.05891346791344e-12
1966,2002,GDP_pc_PPP_log,-1.60074252513287,1.1207704846682e-07,-1.67514660748167,1.8088135407389e-13
1966,2003,GDP_pc_PPP_log,-1.56277366285673,2.0889132319017e-08,-1.63853143268754,2.34141817820245e-14
1966,2004,GDP_pc_PPP_log,-1.53174075950414,2.91570363328469e-08,-1.60492988542492,6.49182042413991e-14
1966,2005,GDP_pc_PPP_log,-1.53514362205485,1.28396035113547e-08,-1.61079079121773,4.24918093483158e-14
1966,2006,GDP_pc_PPP_log,-1.54475279668562,1.66427227989637e-09,-1.62058030569537,8.53840729899819e-15
1966,2007,GDP_pc_PPP_log,-1.50615646199834,6.89641178744775e-10,-1.58536992032367,4.65150371378945e-15
1966,2008,GDP_pc_PPP_log,-1.50751689285679,1.41964838267434e-10,-1.58443225956362,6.51798168529838e-15
1966,2009,GDP_pc_PPP_log,-1.52840150594398,1.53685047176809e-11,-1.60685269491181,5.25676648852782e-16
1966,2010,GDP_pc_PPP_log,-1.57633643192692,2.97305935041353e-12,-1.65458778023228,8.43560816000134e-17
1966,2011,GDP_pc_PPP_log,-1.61401704184438,2.5849673957388e-12,-1.69124083059312,5.57309585705158e-17
1966,2012,GDP_pc_PPP_log,-1.61457882835864,7.17123335403582e-13,-1.68768301284566,3.26466740012587e-17
1966,2013,GDP_pc_PPP_log,-1.62416827779227,3.73779352420179e-13,-1.69450148484115,9.87665195326342e-18
1966,2014,GDP_pc_PPP_log,-1.6020119149875,3.23262447881414e-13,-1.66996705000673,3.09126276172057e-18
1966,2015,GDP_pc_PPP_log,-1.60192931161945,2.82746672525409e-13,-1.66952916652923,3.06426861518968e-18
1966,2016,GDP_pc_PPP_log,-1.60233949157052,2.42627512580402e-13,-1.66958258241045,2.87876835386849e-18
1967,1971,GDP_pc_PPP_log,-0.444403820597035,0.451411210163974,-0.507581296589751,0.326062078608591
1967,1972,GDP_pc_PPP_log,-0.473944326646765,0.432174806130577,-0.547716180836095,0.283093587537497
1967,1973,GDP_pc_PPP_log,-0.414193793908004,0.508324036853617,-0.499398859550089,0.317836017103944
1967,1974,GDP_pc_PPP_log,-0.00874381804264525,0.989940727244066,-0.0998193407363592,0.84827458332719
1967,1975,GDP_pc_PPP_log,-0.408856081800732,0.580232607813289,-0.512522956521438,0.343913386187958
1967,1976,GDP_pc_PPP_log,-0.429259677612195,0.550804633737946,-0.527482566359996,0.289486768578488
